,ID,Pred,Season,LTeam,RTeam,SeedL,SeedR,RegL,RegR,Upset
1578,2019_1278_1293,0.5,2019,1278,1293,10,12,W,X,0
1579,2019_1278_1295,0.5,2019,1278,1295,10,16,W,W,0
1580,2019_1278_1297,0.5,2019,1278,1297,10,14,W,X,0
1581,2019_1278_1300,0.5,2019,1278,1300,10,16,W,W,0
1582,2019_1278_1305,0.5,2019,1278,1305,10,7,W,X,0
1583,2019_1278_1308,0.5,2019,1278,1308,10,12,W,Y,0
1584,2019_1278_1314,0.5,2019,1278,1314,10,1,W,Y,0
1585,2019_1278_1318,0.5,2019,1278,1318,10,13,W,Y,0
1586,2019_1278_1326,0.5,2019,1278,1326,10,11,W,Y,0
1587,2019_1278_1328,0.5,2019,1278,1328,10,9,W,Z,0
1588,2019_1278_1330,0.5,2019,1278,1330,10,14,W,Z,0
1589,2019_1278_1332,0.5,2019,1278,1332,10,12,W,Z,0
1590,2019_1278_1341,0.5,2019,1278,1341,10,16,W,X,0
1591,2019_1278_1345,0.5,2019,1278,1345,10,3,W,Z,0
1592,2019_1278_1371,0.5,2019,1278,1371,10,10,W,Y,0
1593,2019_1278_1385,0.5,2019,1278,1385,10,11,W,X,0
1594,2019_1278_1387,0.5,2019,1278,1387,10,13,W,W,0
1595,2019_1278_1388,0.5,2019,1278,1388,10,11,W,Z,0
1596,2019_1278_1393,0.5,2019,1278,1393,10,8,W,X,0
1597,2019_1278_1396,0.5,2019,1278,1396,10,11,W,W,0
1598,2019_1278_1397,0.5,2019,1278,1397,10,2,W,Z,0
1599,2019_1278_1403,0.5,2019,1278,1403,10,3,W,X,0
1600,2019_1278_1414,0.5,2019,1278,1414,10,13,W,Z,0
1601,2019_1278_1416,0.5,2019,1278,1416,10,9,W,W,0
1602,2019_1278_1429,0.5,2019,1278,1429,10,8,W,Y,0
1603,2019_1278_1433,0.5,2019,1278,1433,10,8,W,W,0
1604,2019_1278_1436,0.5,2019,1278,1436,10,13,W,X,0
1605,2019_1278_1437,0.5,2019,1278,1437,10,6,W,Z,0
1606,2019_1278_1438,0.5,2019,1278,1438,10,1,W,Z,0
1607,2019_1278_1439,0.5,2019,1278,1439,10,4,W,W,0
1608,2019_1278_1449,0.5,2019,1278,1449,10,9,W,Y,0
1609,2019_1278_1458,0.5,2019,1278,1458,10,5,W,Z,0
1610,2019_1278_1459,0.5,2019,1278,1459,10,7,W,Y,0
1611,2019_1278_1463,0.5,2019,1278,1463,10,14,W,W,0
1612,2019_1279_1280,0.5,2019,1279,1280,8,5,Z,W,0
1613,2019_1279_1285,0.5,2019,1279,1285,8,15,Z,X,0
1614,2019_1279_1293,0.5,2019,1279,1293,8,12,Z,X,0
1615,2019_1279_1295,0.5,2019,1279,1295,8,16,Z,W,0
1616,2019_1279_1297,0.5,2019,1279,1297,8,14,Z,X,0
1617,2019_1279_1300,0.5,2019,1279,1300,8,16,Z,W,0
1618,2019_1279_1305,0.5,2019,1279,1305,8,7,Z,X,0
1619,2019_1279_1308,0.5,2019,1279,1308,8,12,Z,Y,0
1620,2019_1279_1314,0.5,2019,1279,1314,8,1,Z,Y,0
1621,2019_1279_1318,0.5,2019,1279,1318,8,13,Z,Y,0
1622,2019_1279_1326,0.5,2019,1279,1326,8,11,Z,Y,0
1623,2019_1279_1328,0.5,2019,1279,1328,8,9,Z,Z,0
1624,2019_1279_1330,0.5,2019,1279,1330,8,14,Z,Z,0
1625,2019_1279_1332,0.5,2019,1279,1332,8,12,Z,Z,0
1626,2019_1279_1341,0.5,2019,1279,1341,8,16,Z,X,0
1627,2019_1279_1345,0.5,2019,1279,1345,8,3,Z,Z,0
1628,2019_1279_1371,0.5,2019,1279,1371,8,10,Z,Y,0
1629,2019_1279_1385,0.5,2019,1279,1385,8,11,Z,X,0
1630,2019_1279_1387,0.5,2019,1279,1387,8,13,Z,W,0
1631,2019_1279_1388,0.5,2019,1279,1388,8,11,Z,Z,0
1632,2019_1279_1393,0.5,2019,1279,1393,8,8,Z,X,0
1633,2019_1279_1396,0.5,2019,1279,1396,8,11,Z,W,0
1634,2019_1279_1397,0.5,2019,1279,1397,8,2,Z,Z,0
1635,2019_1279_1403,0.5,2019,1279,1403,8,3,Z,X,0
1636,2019_1279_1414,0.5,2019,1279,1414,8,13,Z,Z,0
1637,2019_1279_1416,0.5,2019,1279,1416,8,9,Z,W,0
1638,2019_1279_1429,0.5,2019,1279,1429,8,8,Z,Y,0
1639,2019_1279_1433,0.5,2019,1279,1433,8,8,Z,W,0
1640,2019_1279_1436,0.5,2019,1279,1436,8,13,Z,X,0
1641,2019_1279_1437,0.5,2019,1279,1437,8,6,Z,Z,0
1642,2019_1279_1438,0.5,2019,1279,1438,8,1,Z,Z,0
1643,2019_1279_1439,0.5,2019,1279,1439,8,4,Z,W,0
1644,2019_1279_1449,0.5,2019,1279,1449,8,9,Z,Y,0
1645,2019_1279_1458,0.5,2019,1279,1458,8,5,Z,Z,0
1646,2019_1279_1459,0.5,2019,1279,1459,8,7,Z,Y,0
1647,2019_1279_1463,0.5,2019,1279,1463,8,14,Z,W,0
1648,2019_1280_1285,0.5,2019,1280,1285,5,15,W,X,0
1649,2019_1280_1293,0.5,2019,1280,1293,5,12,W,X,0
1650,2019_1280_1295,0.5,2019,1280,1295,5,16,W,W,0
1651,2019_1280_1297,0.5,2019,1280,1297,5,14,W,X,0
1652,2019_1280_1300,0.5,2019,1280,1300,5,16,W,W,0
1653,2019_1280_1305,0.5,2019,1280,1305,5,7,W,X,0
1654,2019_1280_1308,0.5,2019,1280,1308,5,12,W,Y,0
1655,2019_1280_1314,0.5,2019,1280,1314,5,1,W,Y,0
1656,2019_1280_1318,0.5,2019,1280,1318,5,13,W,Y,0
1657,2019_1280_1326,0.5,2019,1280,1326,5,11,W,Y,0
1658,2019_1280_1328,0.5,2019,1280,1328,5,9,W,Z,0
1659,2019_1280_1330,0.5,2019,1280,1330,5,14,W,Z,0
1660,2019_1280_1332,0.5,2019,1280,1332,5,12,W,Z,0
1661,2019_1280_1341,0.5,2019,1280,1341,5,16,W,X,0
1662,2019_1280_1345,0.5,2019,1280,1345,5,3,W,Z,0
1663,2019_1280_1371,0.5,2019,1280,1371,5,10,W,Y,0
1664,2019_1280_1385,0.5,2019,1280,1385,5,11,W,X,0
1665,2019_1280_1387,0.5,2019,1280,1387,5,13,W,W,0
1666,2019_1280_1388,0.5,2019,1280,1388,5,11,W,Z,0
1667,2019_1280_1393,0.5,2019,1280,1393,5,8,W,X,0
1668,2019_1280_1396,0.5,2019,1280,1396,5,11,W,W,0
1669,2019_1280_1397,0.5,2019,1280,1397,5,2,W,Z,0
1670,2019_1280_1403,0.5,2019,1280,1403,5,3,W,X,0
1671,2019_1280_1414,0.5,2019,1280,1414,5,13,W,Z,0
1672,2019_1280_1416,0.5,2019,1280,1416,5,9,W,W,0
1673,2019_1280_1429,0.5,2019,1280,1429,5,8,W,Y,0
1674,2019_1280_1433,0.5,2019,1280,1433,5,8,W,W,0
1675,2019_1280_1436,0.5,2019,1280,1436,5,13,W,X,0
1676,2019_1280_1437,0.5,2019,1280,1437,5,6,W,Z,0
1677,2019_1280_1438,0.5,2019,1280,1438,5,1,W,Z,0
1678,2019_1280_1439,0.5,2019,1280,1439,5,4,W,W,0
1679,2019_1280_1449,0.5,2019,1280,1449,5,9,W,Y,0
1680,2019_1280_1458,0.5,2019,1280,1458,5,5,W,Z,0
1681,2019_1280_1459,0.5,2019,1280,1459,5,7,W,Y,0
1682,2019_1280_1463,0.5,2019,1280,1463,5,14,W,W,0
1683,2019_1285_1293,0.5,2019,1285,1293,15,12,X,X,0
1684,2019_1285_1295,0.5,2019,1285,1295,15,16,X,W,0
1685,2019_1285_1297,0.5,2019,1285,1297,15,14,X,X,0
1686,2019_1285_1300,0.5,2019,1285,1300,15,16,X,W,0
1687,2019_1285_1305,0.5,2019,1285,1305,15,7,X,X,0
1688,2019_1285_1308,0.5,2019,1285,1308,15,12,X,Y,0
1689,2019_1285_1314,0.5,2019,1285,1314,15,1,X,Y,0
1690,2019_1285_1318,0.5,2019,1285,1318,15,13,X,Y,0
1691,2019_1285_1326,0.5,2019,1285,1326,15,11,X,Y,0
1692,2019_1285_1328,0.5,2019,1285,1328,15,9,X,Z,0
1693,2019_1285_1330,0.5,2019,1285,1330,15,14,X,Z,0
1694,2019_1285_1332,0.5,2019,1285,1332,15,12,X,Z,0
1695,2019_1285_1341,0.5,2019,1285,1341,15,16,X,X,0
1696,2019_1285_1345,0.5,2019,1285,1345,15,3,X,Z,0
1697,2019_1285_1371,0.5,2019,1285,1371,15,10,X,Y,0
1698,2019_1285_1385,0.5,2019,1285,1385,15,11,X,X,0
1699,2019_1285_1387,0.5,2019,1285,1387,15,13,X,W,0
1700,2019_1285_1388,0.5,2019,1285,1388,15,11,X,Z,0
1701,2019_1285_1393,0.5,2019,1285,1393,15,8,X,X,0
1702,2019_1285_1396,0.5,2019,1285,1396,15,11,X,W,0
1703,2019_1285_1397,0.5,2019,1285,1397,15,2,X,Z,0
1704,2019_1285_1403,0.5,2019,1285,1403,15,3,X,X,0
1705,2019_1285_1414,0.5,2019,1285,1414,15,13,X,Z,0
1706,2019_1285_1416,0.5,2019,1285,1416,15,9,X,W,0
1707,2019_1285_1429,0.5,2019,1285,1429,15,8,X,Y,0
1708,2019_1285_1433,0.5,2019,1285,1433,15,8,X,W,0
1709,2019_1285_1436,0.5,2019,1285,1436,15,13,X,X,0
1710,2019_1285_1437,0.5,2019,1285,1437,15,6,X,Z,0
1711,2019_1285_1438,0.5,2019,1285,1438,15,1,X,Z,0
1712,2019_1285_1439,0.5,2019,1285,1439,15,4,X,W,0
1713,2019_1285_1449,0.5,2019,1285,1449,15,9,X,Y,0
1714,2019_1285_1458,0.5,2019,1285,1458,15,5,X,Z,0
1715,2019_1285_1459,0.5,2019,1285,1459,15,7,X,Y,0
1716,2019_1285_1463,0.5,2019,1285,1463,15,14,X,W,0
1717,2019_1293_1295,0.5,2019,1293,1295,12,16,X,W,0
1718,2019_1293_1297,0.5,2019,1293,1297,12,14,X,X,0
1719,2019_1293_1300,0.5,2019,1293,1300,12,16,X,W,0
1720,2019_1293_1305,0.5,2019,1293,1305,12,7,X,X,0
1721,2019_1293_1308,0.5,2019,1293,1308,12,12,X,Y,0
1722,2019_1293_1314,0.5,2019,1293,1314,12,1,X,Y,0
1723,2019_1293_1318,0.5,2019,1293,1318,12,13,X,Y,0
1724,2019_1293_1326,0.5,2019,1293,1326,12,11,X,Y,0
1725,2019_1293_1328,0.5,2019,1293,1328,12,9,X,Z,0
1726,2019_1293_1330,0.5,2019,1293,1330,12,14,X,Z,0
1727,2019_1293_1332,0.5,2019,1293,1332,12,12,X,Z,0
1728,2019_1293_1341,0.5,2019,1293,1341,12,16,X,X,0
1729,2019_1293_1345,0.5,2019,1293,1345,12,3,X,Z,0
1730,2019_1293_1371,0.5,2019,1293,1371,12,10,X,Y,0
1731,2019_1293_1385,0.5,2019,1293,1385,12,11,X,X,0
1732,2019_1293_1387,0.5,2019,1293,1387,12,13,X,W,0
1733,2019_1293_1388,0.5,2019,1293,1388,12,11,X,Z,0
1734,2019_1293_1393,0.5,2019,1293,1393,12,8,X,X,0
1735,2019_1293_1396,0.5,2019,1293,1396,12,11,X,W,0
1736,2019_1293_1397,0.5,2019,1293,1397,12,2,X,Z,0
1737,2019_1293_1403,0.5,2019,1293,1403,12,3,X,X,0
1738,2019_1293_1414,0.5,2019,1293,1414,12,13,X,Z,0
1739,2019_1293_1416,0.5,2019,1293,1416,12,9,X,W,0
1740,2019_1293_1429,0.5,2019,1293,1429,12,8,X,Y,0
1741,2019_1293_1433,0.5,2019,1293,1433,12,8,X,W,0
1742,2019_1293_1436,0.5,2019,1293,1436,12,13,X,X,0
1743,2019_1293_1437,0.5,2019,1293,1437,12,6,X,Z,0
1744,2019_1293_1438,0.5,2019,1293,1438,12,1,X,Z,0
1745,2019_1293_1439,0.5,2019,1293,1439,12,4,X,W,0
1746,2019_1293_1449,0.5,2019,1293,1449,12,9,X,Y,0
1747,2019_1293_1458,0.5,2019,1293,1458,12,5,X,Z,0
1748,2019_1293_1459,0.5,2019,1293,1459,12,7,X,Y,0
1749,2019_1293_1463,0.5,2019,1293,1463,12,14,X,W,0
1750,2019_1295_1297,0.5,2019,1295,1297,16,14,W,X,0
1751,2019_1295_1300,0.5,2019,1295,1300,16,16,W,W,0
1752,2019_1295_1305,0.5,2019,1295,1305,16,7,W,X,0
1753,2019_1295_1308,0.5,2019,1295,1308,16,12,W,Y,0
1754,2019_1295_1314,0.5,2019,1295,1314,16,1,W,Y,0
1755,2019_1295_1318,0.5,2019,1295,1318,16,13,W,Y,0
1756,2019_1295_1326,0.5,2019,1295,1326,16,11,W,Y,0
1757,2019_1295_1328,0.5,2019,1295,1328,16,9,W,Z,0
1758,2019_1295_1330,0.5,2019,1295,1330,16,14,W,Z,0
1759,2019_1295_1332,0.5,2019,1295,1332,16,12,W,Z,0
1760,2019_1295_1341,0.5,2019,1295,1341,16,16,W,X,0
1761,2019_1295_1345,0.5,2019,1295,1345,16,3,W,Z,0
1762,2019_1295_1371,0.5,2019,1295,1371,16,10,W,Y,0
1763,2019_1295_1385,0.5,2019,1295,1385,16,11,W,X,0
1764,2019_1295_1387,0.5,2019,1295,1387,16,13,W,W,0
1765,2019_1295_1388,0.5,2019,1295,1388,16,11,W,Z,0
1766,2019_1295_1393,0.5,2019,1295,1393,16,8,W,X,0
1767,2019_1295_1396,0.5,2019,1295,1396,16,11,W,W,0
1768,2019_1295_1397,0.5,2019,1295,1397,16,2,W,Z,0
1769,2019_1295_1403,0.5,2019,1295,1403,16,3,W,X,0
1770,2019_1295_1414,0.5,2019,1295,1414,16,13,W,Z,0
1771,2019_1295_1416,0.5,2019,1295,1416,16,9,W,W,0
1772,2019_1295_1429,0.5,2019,1295,1429,16,8,W,Y,0
1773,2019_1295_1433,0.5,2019,1295,1433,16,8,W,W,0
1774,2019_1295_1436,0.5,2019,1295,1436,16,13,W,X,0
1775,2019_1295_1437,0.5,2019,1295,1437,16,6,W,Z,0
1776,2019_1295_1438,0.5,2019,1295,1438,16,1,W,Z,0
1777,2019_1295_1439,0.5,2019,1295,1439,16,4,W,W,0
1778,2019_1295_1449,0.5,2019,1295,1449,16,9,W,Y,0
1779,2019_1295_1458,0.5,2019,1295,1458,16,5,W,Z,0
1780,2019_1295_1459,0.5,2019,1295,1459,16,7,W,Y,0
1781,2019_1295_1463,0.5,2019,1295,1463,16,14,W,W,0
1782,2019_1297_1300,0.5,2019,1297,1300,14,16,X,W,0
1783,2019_1297_1305,0.5,2019,1297,1305,14,7,X,X,0
1784,2019_1297_1308,0.5,2019,1297,1308,14,12,X,Y,0
1785,2019_1297_1314,0.5,2019,1297,1314,14,1,X,Y,0
1786,2019_1297_1318,0.5,2019,1297,1318,14,13,X,Y,0
1787,2019_1297_1326,0.5,2019,1297,1326,14,11,X,Y,0
1788,2019_1297_1328,0.5,2019,1297,1328,14,9,X,Z,0
1789,2019_1297_1330,0.5,2019,1297,1330,14,14,X,Z,0
1790,2019_1297_1332,0.5,2019,1297,1332,14,12,X,Z,0
1791,2019_1297_1341,0.5,2019,1297,1341,14,16,X,X,0
1792,2019_1297_1345,0.5,2019,1297,1345,14,3,X,Z,0
1793,2019_1297_1371,0.5,2019,1297,1371,14,10,X,Y,0
1794,2019_1297_1385,0.5,2019,1297,1385,14,11,X,X,0
1795,2019_1297_1387,0.5,2019,1297,1387,14,13,X,W,0
1796,2019_1297_1388,0.5,2019,1297,1388,14,11,X,Z,0
1797,2019_1297_1393,0.5,2019,1297,1393,14,8,X,X,0
1798,2019_1297_1396,0.5,2019,1297,1396,14,11,X,W,0
1799,2019_1297_1397,0.5,2019,1297,1397,14,2,X,Z,0
1800,2019_1297_1403,0.5,2019,1297,1403,14,3,X,X,0
1801,2019_1297_1414,0.5,2019,1297,1414,14,13,X,Z,0
1802,2019_1297_1416,0.5,2019,1297,1416,14,9,X,W,0
1803,2019_1297_1429,0.5,2019,1297,1429,14,8,X,Y,0
1804,2019_1297_1433,0.5,2019,1297,1433,14,8,X,W,0
1805,2019_1297_1436,0.5,2019,1297,1436,14,13,X,X,0
1806,2019_1297_1437,0.5,2019,1297,1437,14,6,X,Z,0
1807,2019_1297_1438,0.5,2019,1297,1438,14,1,X,Z,0
1808,2019_1297_1439,0.5,2019,1297,1439,14,4,X,W,0
1809,2019_1297_1449,0.5,2019,1297,1449,14,9,X,Y,0
1810,2019_1297_1458,0.5,2019,1297,1458,14,5,X,Z,0
1811,2019_1297_1459,0.5,2019,1297,1459,14,7,X,Y,0
1812,2019_1297_1463,0.5,2019,1297,1463,14,14,X,W,0
1813,2019_1300_1305,0.5,2019,1300,1305,16,7,W,X,0
1814,2019_1300_1308,0.5,2019,1300,1308,16,12,W,Y,0
1815,2019_1300_1314,0.5,2019,1300,1314,16,1,W,Y,0
1816,2019_1300_1318,0.5,2019,1300,1318,16,13,W,Y,0
1817,2019_1300_1326,0.5,2019,1300,1326,16,11,W,Y,0
1818,2019_1300_1328,0.5,2019,1300,1328,16,9,W,Z,0
1819,2019_1300_1330,0.5,2019,1300,1330,16,14,W,Z,0
1820,2019_1300_1332,0.5,2019,1300,1332,16,12,W,Z,0
1821,2019_1300_1341,0.5,2019,1300,1341,16,16,W,X,0
1822,2019_1300_1345,0.5,2019,1300,1345,16,3,W,Z,0
1823,2019_1300_1371,0.5,2019,1300,1371,16,10,W,Y,0
1824,2019_1300_1385,0.5,2019,1300,1385,16,11,W,X,0
1825,2019_1300_1387,0.5,2019,1300,1387,16,13,W,W,0
1826,2019_1300_1388,0.5,2019,1300,1388,16,11,W,Z,0
1827,2019_1300_1393,0.5,2019,1300,1393,16,8,W,X,0
1828,2019_1300_1396,0.5,2019,1300,1396,16,11,W,W,0
1829,2019_1300_1397,0.5,2019,1300,1397,16,2,W,Z,0
1830,2019_1300_1403,0.5,2019,1300,1403,16,3,W,X,0
1831,2019_1300_1414,0.5,2019,1300,1414,16,13,W,Z,0
1832,2019_1300_1416,0.5,2019,1300,1416,16,9,W,W,0
1833,2019_1300_1429,0.5,2019,1300,1429,16,8,W,Y,0
1834,2019_1300_1433,0.5,2019,1300,1433,16,8,W,W,0
1835,2019_1300_1436,0.5,2019,1300,1436,16,13,W,X,0
1836,2019_1300_1437,0.5,2019,1300,1437,16,6,W,Z,0
1837,2019_1300_1438,0.5,2019,1300,1438,16,1,W,Z,0
1838,2019_1300_1439,0.5,2019,1300,1439,16,4,W,W,0
1839,2019_1300_1449,0.5,2019,1300,1449,16,9,W,Y,0
1840,2019_1300_1458,0.5,2019,1300,1458,16,5,W,Z,0
1841,2019_1300_1459,0.5,2019,1300,1459,16,7,W,Y,0
1842,2019_1300_1463,0.5,2019,1300,1463,16,14,W,W,0
1843,2019_1305_1308,0.5,2019,1305,1308,7,12,X,Y,0
1844,2019_1305_1314,0.5,2019,1305,1314,7,1,X,Y,0
1845,2019_1305_1318,0.5,2019,1305,1318,7,13,X,Y,0
1846,2019_1305_1326,0.5,2019,1305,1326,7,11,X,Y,0
1847,2019_1305_1328,0.5,2019,1305,1328,7,9,X,Z,0
1848,2019_1305_1330,0.5,2019,1305,1330,7,14,X,Z,0
1849,2019_1305_1332,0.5,2019,1305,1332,7,12,X,Z,0
1850,2019_1305_1341,0.5,2019,1305,1341,7,16,X,X,0
1851,2019_1305_1345,0.5,2019,1305,1345,7,3,X,Z,0
1852,2019_1305_1371,0.5,2019,1305,1371,7,10,X,Y,0
1853,2019_1305_1385,0.5,2019,1305,1385,7,11,X,X,0
1854,2019_1305_1387,0.5,2019,1305,1387,7,13,X,W,0
1855,2019_1305_1388,0.5,2019,1305,1388,7,11,X,Z,0
1856,2019_1305_1393,0.5,2019,1305,1393,7,8,X,X,0
1857,2019_1305_1396,0.5,2019,1305,1396,7,11,X,W,0
1858,2019_1305_1397,0.5,2019,1305,1397,7,2,X,Z,0
1859,2019_1305_1403,0.5,2019,1305,1403,7,3,X,X,0
1860,2019_1305_1414,0.5,2019,1305,1414,7,13,X,Z,0
1861,2019_1305_1416,0.5,2019,1305,1416,7,9,X,W,0
1862,2019_1305_1429,0.5,2019,1305,1429,7,8,X,Y,0
1863,2019_1305_1433,0.5,2019,1305,1433,7,8,X,W,0
1864,2019_1305_1436,0.5,2019,1305,1436,7,13,X,X,0
1865,2019_1305_1437,0.5,2019,1305,1437,7,6,X,Z,0
1866,2019_1305_1438,0.5,2019,1305,1438,7,1,X,Z,0
1867,2019_1305_1439,0.5,2019,1305,1439,7,4,X,W,0
1868,2019_1305_1449,0.5,2019,1305,1449,7,9,X,Y,0
1869,2019_1305_1458,0.5,2019,1305,1458,7,5,X,Z,0
1870,2019_1305_1459,0.5,2019,1305,1459,7,7,X,Y,0
1871,2019_1305_1463,0.5,2019,1305,1463,7,14,X,W,0
1872,2019_1308_1314,0.5,2019,1308,1314,12,1,Y,Y,0
1873,2019_1308_1318,0.5,2019,1308,1318,12,13,Y,Y,0
1874,2019_1308_1326,0.5,2019,1308,1326,12,11,Y,Y,0
1875,2019_1308_1328,0.5,2019,1308,1328,12,9,Y,Z,0
1876,2019_1308_1330,0.5,2019,1308,1330,12,14,Y,Z,0
1877,2019_1308_1332,0.5,2019,1308,1332,12,12,Y,Z,0
1878,2019_1308_1341,0.5,2019,1308,1341,12,16,Y,X,0
1879,2019_1308_1345,0.5,2019,1308,1345,12,3,Y,Z,0
1880,2019_1308_1371,0.5,2019,1308,1371,12,10,Y,Y,0
1881,2019_1308_1385,0.5,2019,1308,1385,12,11,Y,X,0
1882,2019_1308_1387,0.5,2019,1308,1387,12,13,Y,W,0
1883,2019_1308_1388,0.5,2019,1308,1388,12,11,Y,Z,0
1884,2019_1308_1393,0.5,2019,1308,1393,12,8,Y,X,0
1885,2019_1308_1396,0.5,2019,1308,1396,12,11,Y,W,0
1886,2019_1308_1397,0.5,2019,1308,1397,12,2,Y,Z,0
1887,2019_1308_1403,0.5,2019,1308,1403,12,3,Y,X,0
1888,2019_1308_1414,0.5,2019,1308,1414,12,13,Y,Z,0
1889,2019_1308_1416,0.5,2019,1308,1416,12,9,Y,W,0
1890,2019_1308_1429,0.5,2019,1308,1429,12,8,Y,Y,0
1891,2019_1308_1433,0.5,2019,1308,1433,12,8,Y,W,0
1892,2019_1308_1436,0.5,2019,1308,1436,12,13,Y,X,0
1893,2019_1308_1437,0.5,2019,1308,1437,12,6,Y,Z,0
1894,2019_1308_1438,0.5,2019,1308,1438,12,1,Y,Z,0
1895,2019_1308_1439,0.5,2019,1308,1439,12,4,Y,W,0
1896,2019_1308_1449,0.5,2019,1308,1449,12,9,Y,Y,0
1897,2019_1308_1458,0.5,2019,1308,1458,12,5,Y,Z,0
1898,2019_1308_1459,0.5,2019,1308,1459,12,7,Y,Y,0
1899,2019_1308_1463,0.5,2019,1308,1463,12,14,Y,W,0
1900,2019_1314_1318,0.5,2019,1314,1318,1,13,Y,Y,0
1901,2019_1314_1326,0.5,2019,1314,1326,1,11,Y,Y,0
1902,2019_1314_1328,0.5,2019,1314,1328,1,9,Y,Z,0
1903,2019_1314_1330,0.5,2019,1314,1330,1,14,Y,Z,0
1904,2019_1314_1332,0.5,2019,1314,1332,1,12,Y,Z,0
1905,2019_1314_1341,0.5,2019,1314,1341,1,16,Y,X,0
1906,2019_1314_1345,0.5,2019,1314,1345,1,3,Y,Z,0
1907,2019_1314_1371,0.5,2019,1314,1371,1,10,Y,Y,0
1908,2019_1314_1385,0.5,2019,1314,1385,1,11,Y,X,0
1909,2019_1314_1387,0.5,2019,1314,1387,1,13,Y,W,0
1910,2019_1314_1388,0.5,2019,1314,1388,1,11,Y,Z,0
1911,2019_1314_1393,0.5,2019,1314,1393,1,8,Y,X,0
1912,2019_1314_1396,0.5,2019,1314,1396,1,11,Y,W,0
1913,2019_1314_1397,0.5,2019,1314,1397,1,2,Y,Z,0
1914,2019_1314_1403,0.5,2019,1314,1403,1,3,Y,X,0
1915,2019_1314_1414,0.5,2019,1314,1414,1,13,Y,Z,0
1916,2019_1314_1416,0.5,2019,1314,1416,1,9,Y,W,0
1917,2019_1314_1429,0.5,2019,1314,1429,1,8,Y,Y,0
1918,2019_1314_1433,0.5,2019,1314,1433,1,8,Y,W,0
1919,2019_1314_1436,0.5,2019,1314,1436,1,13,Y,X,0
1920,2019_1314_1437,0.5,2019,1314,1437,1,6,Y,Z,0
1921,2019_1314_1438,0.5,2019,1314,1438,1,1,Y,Z,0
1922,2019_1314_1439,0.5,2019,1314,1439,1,4,Y,W,0
1923,2019_1314_1449,0.5,2019,1314,1449,1,9,Y,Y,0
1924,2019_1314_1458,0.5,2019,1314,1458,1,5,Y,Z,0
1925,2019_1314_1459,0.5,2019,1314,1459,1,7,Y,Y,0
1926,2019_1314_1463,0.5,2019,1314,1463,1,14,Y,W,0
1927,2019_1318_1326,0.5,2019,1318,1326,13,11,Y,Y,0
1928,2019_1318_1328,0.5,2019,1318,1328,13,9,Y,Z,0
1929,2019_1318_1330,0.5,2019,1318,1330,13,14,Y,Z,0
1930,2019_1318_1332,0.5,2019,1318,1332,13,12,Y,Z,0
1931,2019_1318_1341,0.5,2019,1318,1341,13,16,Y,X,0
1932,2019_1318_1345,0.5,2019,1318,1345,13,3,Y,Z,0
1933,2019_1318_1371,0.5,2019,1318,1371,13,10,Y,Y,0
1934,2019_1318_1385,0.5,2019,1318,1385,13,11,Y,X,0
1935,2019_1318_1387,0.5,2019,1318,1387,13,13,Y,W,0
1936,2019_1318_1388,0.5,2019,1318,1388,13,11,Y,Z,0
1937,2019_1318_1393,0.5,2019,1318,1393,13,8,Y,X,0
1938,2019_1318_1396,0.5,2019,1318,1396,13,11,Y,W,0
1939,2019_1318_1397,0.5,2019,1318,1397,13,2,Y,Z,0
1940,2019_1318_1403,0.5,2019,1318,1403,13,3,Y,X,0
1941,2019_1318_1414,0.5,2019,1318,1414,13,13,Y,Z,0
1942,2019_1318_1416,0.5,2019,1318,1416,13,9,Y,W,0
1943,2019_1318_1429,0.5,2019,1318,1429,13,8,Y,Y,0
1944,2019_1318_1433,0.5,2019,1318,1433,13,8,Y,W,0
1945,2019_1318_1436,0.5,2019,1318,1436,13,13,Y,X,0
1946,2019_1318_1437,0.5,2019,1318,1437,13,6,Y,Z,0
1947,2019_1318_1438,0.5,2019,1318,1438,13,1,Y,Z,0
1948,2019_1318_1439,0.5,2019,1318,1439,13,4,Y,W,0
1949,2019_1318_1449,0.5,2019,1318,1449,13,9,Y,Y,0
1950,2019_1318_1458,0.5,2019,1318,1458,13,5,Y,Z,0
1951,2019_1318_1459,0.5,2019,1318,1459,13,7,Y,Y,0
1952,2019_1318_1463,0.5,2019,1318,1463,13,14,Y,W,0
1953,2019_1326_1328,0.5,2019,1326,1328,11,9,Y,Z,0
1954,2019_1326_1330,0.5,2019,1326,1330,11,14,Y,Z,0
1955,2019_1326_1332,0.5,2019,1326,1332,11,12,Y,Z,0
1956,2019_1326_1341,0.5,2019,1326,1341,11,16,Y,X,0
1957,2019_1326_1345,0.5,2019,1326,1345,11,3,Y,Z,0
1958,2019_1326_1371,0.5,2019,1326,1371,11,10,Y,Y,0
1959,2019_1326_1385,0.5,2019,1326,1385,11,11,Y,X,0
1960,2019_1326_1387,0.5,2019,1326,1387,11,13,Y,W,0
1961,2019_1326_1388,0.5,2019,1326,1388,11,11,Y,Z,0
1962,2019_1326_1393,0.5,2019,1326,1393,11,8,Y,X,0
1963,2019_1326_1396,0.5,2019,1326,1396,11,11,Y,W,0
1964,2019_1326_1397,0.5,2019,1326,1397,11,2,Y,Z,0
1965,2019_1326_1403,0.5,2019,1326,1403,11,3,Y,X,0
